門市名稱,地址,營業時間,座標,電話,,親子友善空間,手沖體驗門市,座位30席以上,輕食早午餐,手做蛋糕,貝果,免費Wifi,會議型空間租借,高鐵TGO兌換
太平中山門市,台中市 太平區 中山路四段31號,週一至週日 07:00-22:00,"24.1498742,120.7120623",04-2395-6956,,無,無,有,有,有,有,有,無,無
中原家樂福門市,桃園市 中壢區 中華路二段501號1F,週一至週日 07:30-21:00,"24.962365223040862, 121.23241850925136",03-4356613,,無,無,無,有,有,有,有,無,無
桃園青溪門市,桃園市 桃園區 中山東路108號,週一至週六：07:00-21:30 週日 07:00-21:00,"24.9969224,121.3183363",03-3339989,,無,無,有,有,有,有,有,無,無
汐科車站門市,新北市 汐止區大同路二段182號(汐科車站北站),週一至週日 07:00-17:00,"25.06417863171046, 121.65254392551385",02-2691-9613,,無,無,無,有,有,有,有,無,無
彰化田中門市,彰化縣 田中鎮 斗中路一段163號,週一至週日 07:00-18:00,"23.860872,120.5813597",04-8748-668,,無,有,有,有,有,有,有,無,無
中教大門市,台中市 西區 五權路61號及61-1號,"寒暑假每日 07:00-18:00
開學每日 07:00-21:00","24.145144021796, 120.67076992512976",04-2224-5058,,無,有,有,有,有,有,有,無,無
東海東園門市,台中市 龍井區 台灣大道五段3巷62弄16號,週一至週日 07:00-21:00,"24.1818522,120.5921128",04-2652-5557,,無,有,有,有,有,有,有,無,無
廈門門市,台北市 中正區 廈門街77-2號,週一至週日 07:30-17:30 周二公休,"25.0246203,121.5175204",02-2368-8333,,無,無,有,有,有,有,有,無,無
文化大學門市,台北市 士林區 華岡路55號大忠館1樓 304櫃位,週一至週五 07:00-19:00,"25.135643225727485, 121.5380924374304",02-2861-0610,,無,無,有,有,有,有,有,無,有
中和大潤發門市,新北市 中和區 中山路二段228號,未知,"25.0029136862373, 121.49872346441781",02-2245-5508,,無,無,有,有,有,有,有,無,無
力成科技門市,新竹縣 湖口鄉 大同路15-1號6樓,未知,"24.870431272225563, 120.9991898702999",03-597-6613,,無,無,有,有,有,有,有,無,有
宜蘭傳藝門市,宜蘭縣 五結鄉 五濱路二段201號(傳藝中心觀景樓),週一至週日 09:00-18:30,"24.68410659716109, 121.82407051547334",03-9500-065,,有,無,有,有,有,有,有,無,無
竹北嘉豐門市,新竹縣 竹北市 嘉豐一街33號,週一至週日 07:00-21:00,"24.8167811,121.0294243",03-657-9101,,無,無,有,有,有,有,有,無,無
嘉義垂楊門市,嘉義市 西區 垂楊路394、396、398號,週一至週日 07:00-20:00,"23.474011930229153, 120.44996061690863",05-222-3295,,無,無,有,有,有,有,有,無,無
高雄捷運左營站門市,高雄市 左營區 菜公里27鄰高鐵路107號B1,週一至週日 07:00-21:00,"22.68790341296764, 120.30902694768612",07-5810-613,,無,無,有,有,有,有,有,無,有
聯合報大樓門市,新北市 汐止區 大同路一段369號,週一至週五 08:00-17:00,"25.0613016,121.6408506",02-8692-1613,,無,無,無,無,有,有,有,無,有
中研院門市,台北市 南港區 研究院路二段130號,週一至週日 08:00-17:00,"25.0394332,121.6160081",02-2783-3381,,無,無,有,有,有,有,有,無,無
台積電P7門市,台南市 善化區 三抱竹路1號,週一至週五 07:30-19:00,"23.1083622,120.2677489",06-505-0589,,無,無,無,有,有,有,有,無,無
南港台肥大樓門市,台北市 南港區 經貿一路170號2樓-5,週一至週五 7:30-17:00,"25.057759248441673, 121.61863653854314",02-2785-0613,,無,無,有,有,有,有,有,無,無
汐止東科門市,新北市 汐止區 新台五路一段96號C1,週一至週五 07:00-18:00,"25.060417395677554, 121.64827928876454",02-8696-1234,,無,無,有,有,有,有,有,無,無
政大萬壽門市,台北市 文山區 萬壽路27號,週一至週日 07:00-21:00,"24.988709739457356, 121.57656208442481",02-2938-1388,,無,無,有,有,有,有,有,無,有
台北轉運站門市,台北市 大同區 承德路一段1號,週一至週日 11:00-21:30,"25.0492576,121.5171959",02-2558-0613,,無,無,有,有,有,有,有,無,無
健安新城門市,台北市 松山區 三民路29巷6號,週一至週日 07:00-19:00,"25.0551324,121.5627331",02-2748-0613,,無,無,有,有,有,有,有,無,有
台中中清門市,台中市 北區 中清路一段712號,週一至週日 07:00-21:00,"24.1688782,120.6728158",04-2293-0613,,無,無,有,有,有,有,有,無,有
東海大學門市,台中市 西屯區 台灣大道四段1727號(東海大學第二校區商學大樓M161室),"週一至週五 07:30-20:30
週六至週日 8:30-17:00","24.182255359128575, 120.61164603521753",04-2463-8585,,無,有,有,有,有,有,有,無,無
頭份公園門市,苗栗縣 頭份市 公園二街179號,週一至週日 06:30-21:00,"24.6935219,120.8878709",03-7611-622,,無,無,有,有,有,有,有,無,無
高科大門市,高雄市 燕巢區 大學路1號2樓,週一至週五 7:00-18:00,"22.75577185195512, 120.33538842142511",07-611-1106,,無,無,有,有,有,有,有,無,無
新莊嘉軒,新北市 新莊區 新北大道三段79號,週一至週日 08:00-16:00,"25.0600927,121.4539951",02-8521-5613,,無,無,無,有,無,無,有,無,有
中原大學門市,桃園市 中壢區 中北路200號,週一至週日 07:30-21:00,"24.9563412,121.2452067",03-436-0613,,有,有,有,有,有,有,有,無,無
新竹公園,新竹市 東區 公園路133號,"週一至週五 8:00-17:00
假日 8:00-20:00","24.800299389807, 120.97732607691287",03-5610889,,無,有,有,有,有,有,有,無,無
大巨蛋門市,台北市 信義區 忠孝東路四段515號(C區B2F-B2221),週一至週日 10:00-21:30,"25.04270378377265, 121.55834211393203",02-2769-0613,,無,無,無,有,有,有,有,無,無
新竹伊普索門市,新竹市 東區 公道五路二段111號,週一至週五 07:00-18:00,"24.798721,121.0055086",03-5720579,,無,無,無,有,無,無,有,無,有
三義車亭門市,苗栗縣 三義鄉 西湖村下湖5-10號,"週一至週四 07:30-17:30
週五至週日 07:30-19:00","24.389990341831602, 120.75858355344921",03-787-7899,,無,有,有,有,有,有,有,無,無
竹南台積電門市(即將開幕),苗栗縣 竹南鎮 科專七路,未知,"24.705556, 120.900833",,,無,有,無,有,有,有,無,無,無
新竹台積電門市,新竹縣 寶山鄉 園區二路166號B1,週一至週五 07:30-19:00,"24.7717915,121.0111297",03-5798401,,無,無,無,有,有,有,無,無,無
楠梓光寶門市,高雄市 楠梓區 內環北路101號,週一至週五 7:00-19:00,"22.7241848,120.3013275",07-3613613,,無,無,有,有,有,有,有,無,無
楠梓日月光門市,高雄市 楠梓區 中二街35號,週一至週六 07:00-20:00,"22.7226179,120.3018045",07-3612613,,無,有,有,有,有,有,有,有,無
洲子110門市,台北市 內湖區 洲子街110號1樓,週一至週日 7:00-19:00,"25.0804455,121.5695924",02-87510613,,無,無,有,有,有,有,有,無,有
新店矽谷門市(即將開幕),新北市 新店區北新路三段213號1樓,週一至週五 07:00-20:00 週六至週日 8:00-17:00,"24.9859558,121.539835",02-29160613,,無,無,有,有,有,有,有,無,有
雲林北港門市(即將開幕),雲林縣 北港鎮 公園路7號,週一至週日 07:00-21:00,"23.572846,120.3030079",05-7732611,,無,無,有,有,有,有,有,無,無
