门市名称,地址,营业时间,座标,附加服务
嘉義新民門市,嘉義市西區新民路668號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(23.467291, 120.440270)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
嘉義家樂福門市,嘉義市西區博愛路二段461號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 09:30~22:00,"(23.471524, 120.431583)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
馬祖門市,連江縣南竿鄉福沃村8鄰143-1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:30~17:30,"(26.158049, 119.943223)","Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
嘉義高鐵門市,嘉義縣太保市高鐵西路168號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(23.459564, 120.323319)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
嘉朴門市,嘉義縣朴子市嘉朴路西段7號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(23.460759, 120.28886)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
東山休息站門市,台南市東山區枋子林74-6號2樓,星期一、星期二、星期三、星期四、星期五 07:30~20:00，星期六、星期日 07:30~21:00,"(23.286338, 120.398444)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
新營門市,台南市新營區中正路6之5號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(23.307667, 120.316275)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南麻豆門市,台南市麻豆區中正路210號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(23.187741, 120.251381)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南善化門市,台南市善化區大同路2號,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30,"(23.126868, 120.293957)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
善化陽光門市,台南市善化區陽光大道200號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~20:30,"(23.111761, 120.307022)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
台積電P3門市,台南市善化區南科北路1之1號(P3廠2F),星期一、星期二、星期三、星期四、星期五 07:30~19:00,"(23.114189, 120.274771)",
台南佳里門市,台南市佳里區新生東路1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(23.162346, 120.182471)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台積電18門市,台南市安定區北園二路8號1F (台積電18廠),星期一、星期二、星期三、星期四、星期五 07:30~19:00,"(23.117191, 120.263575)",
新南科門市,台南市新市區南科三路17號,星期一、星期二、星期三、星期四、星期五 07:00~20:30，星期六、星期日 08:30~20:30,"(23.098418, 120.281991)",Nitro Cold Brew 氮氣冷萃咖啡
台南新市門市,台南市新市區中正路71號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(23.072965, 120.291368)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南新化門市,台南市新化區中正路489號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:30,"(23.036889, 120.307632)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
澎湖喜來登門市,澎湖縣馬公市新店路197號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~21:30,"(23.567903, 119.576060)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
安南醫院門市,台南市安南區長和路二段66號,星期一、星期二、星期三、星期四、星期五 07:00~19:00,"(23.065341, 120.223219)",Starbucks Wi-Fi 無線上網
永康中正門市,台南市永康區中正南路652號 (鹽行),星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(23.038734, 120.234599)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
永康愛買門市,台南市永康區中正南路533號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 09:30~20:00,"(23.034641, 120.229049)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南北安門市,台南市安南區北安路三段156號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(23.042386, 120.203464)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南台科大門市,台南市永康區南台街一號,星期一、星期二、星期三、星期四、星期五 08:00~19:30,"(23.025436, 120.226475)",Starbucks Wi-Fi 無線上網
康橋門市,台南市永康區東橋八街90號,星期一、星期二、星期三、星期四、星期日 07:00~23:00，星期五、星期六 07:00~00:00,"(23.021008, 120.234139)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台東新生門市,台東縣台東市新生路133號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.753542, 121.146700)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南大灣門市,台南市永康區崑大路231、233號,星期一、星期二、星期三、星期四、星期五 07:00~20:30，星期六、星期日 08:00~20:30,"(22.998414, 120.251172)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南海佃門市,台南市安南區海佃路一段381號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(23.027886, 120.190597)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台東中華門市,台東縣台東市中華路二段385號,星期一、星期二、星期三、星期四、星期日 07:00~21:00，星期五、星期六 07:00~21:30,"(22.742278, 121.134411)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
永康門市,台南市永康區中華路157號 (兵仔市場旁),星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(23.003714, 120.235115)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南小北門市,台南市北區西門路四段307號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(23.014165, 120.209475)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
虎尾寮門市,台南市東區裕農路930號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.989877, 120.244296)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南歸仁門市,台南市歸仁區中山路二段118號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(22.967234, 120.29101)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
成大醫院B1門市,台南市北區勝利路138號B1,星期一、星期二、星期三、星期四、星期五 07:00~18:00，星期六、星期日 07:30~16:00,"(23.002071, 120.219652)",Starbucks Wi-Fi 無線上網
海安和緯門市,台南市北區海安路三段727號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(23.011797, 120.200251)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
成大醫1F門市,台南市北區小東路35號,星期一、星期二、星期三、星期四、星期五 07:00~18:30,"(23.001158, 120.217705)",Starbucks Wi-Fi 無線上網
旗山門市,高雄市旗山區延平一路676號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(22.884533, 120.482975)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南紡1F門市,台南市東區中華東路一段366號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~22:00,"(22.990568, 120.233640)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
長榮門市,台南市東區長榮路三段139號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(22.995779, 120.221751)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南紡門市,台南市東區中華東路一段366號2樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~22:00,"(22.989878, 120.233297)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南文創門市,台南市東區北門路二段16號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~18:00,"(22.999038, 120.212743)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
南遠門市,台南市東區前鋒路210號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~22:00,"(22.996499, 120.213888)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
關廟南門市,台南市龍崎區楠坑12之1號,星期一、星期二、星期三、星期四 09:00~19:00，星期五、星期六、星期日 08:00~19:00,"(22.929873, 120.350771)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南門市,台南市中西區中山路166號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 10:00~22:00,"(22.995686, 120.210043)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
三越中山門市,台南市中西區中山路162號B1,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~22:00,"(22.995542, 120.209834)","Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
湖美門市,台南市中西區中華西路二段851巷28號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~23:00,"(23.005725, 120.185191)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
仁德家樂福門市,台南市仁德區中山路711號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 09:00~21:30,"(22.972403, 120.247439)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南東門門市,台南市東區東門路三段138號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(22.978343, 120.232891)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南西門門市,台南市中西區西門路二段120號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:30~22:00,"(22.993568, 120.199058)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
府中門市,台南市中西區民生路二段489號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.997703, 120.18724)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台南健康門市,台南市中西區健康路一段36號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(22.981355, 120.210705)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
永華門市,台南市安平區中華西路二段16號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~21:00,"(22.988805, 120.187218)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
永華國平門市,台南市安平區永華路二段721號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.990998, 120.171197)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Starbucks Wi-Fi 無線上網"
MITSUI台南門市,台南市歸仁區歸仁大道101號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~21:30,"(22.924859, 120.287115)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
台南高鐵門市,台南市歸仁區歸仁大道100號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(22.925023, 120.285712)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
首府門市,台南市南區新和東路136號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~23:00,"(22.967541, 120.185844)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Starbucks Wi-Fi 無線上網"
奇美博物館門市,台南市仁德區文華路二段66號,星期一、星期二、星期四、星期五、星期六、星期日 09:00~18:00,"(22.934561, 120.226026)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
仁德北門市,台南市仁德區中洲里中洲路1巷200號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:00,"(22.906351, 120.266357)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
仁德南門市,台南市仁德區中洲里中洲路1巷220號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~20:00,"(22.906242, 120.264918)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
路竹門市,高雄市路竹區中山路475號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.869083, 120.255994)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
佛陀館門市,高雄市大樹區統嶺路1號,星期一、星期三、星期四、星期五、星期六、星期日 10:00~18:00,"(22.754974, 120.447608)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
岡山門市,高雄市岡山區中山北路110號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.796389, 120.298738)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, DT Pickup 車道取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Drive-Thru 車道服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
岡山秀泰門市,高雄市岡山區捷安路1巷2號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 11:00~21:30,"(22.780082, 120.299654)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
義大城門市,高雄市大樹區學城路一段12號1樓,星期一、星期二、星期三、星期四、星期五 11:00~22:00，星期六、星期日 10:00~22:00,"(22.729667, 120.406958)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
屏東自由門市,屏東縣屏東市自由路601號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.683081, 120.483766)","Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
屏東門市,屏東縣屏東市中正路72號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.673947, 120.489637)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
屏東民生門市,屏東縣屏東市民生路5-5號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(22.661100, 120.508863)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
楠梓門市,高雄市楠梓區楠梓新路225號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.727869, 120.325547)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
楠梓藍昌門市,高雄市楠梓區藍昌路480號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.732106, 120.292508)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
楠梓德民門市,高雄市楠梓區德民路828號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~22:00,"(22.721862, 120.291135)","Nitro Cold Brew 氮氣冷萃咖啡, Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
楠梓日月光門市,高雄市楠梓區楠梓加工出口區第二園區研發路66號1F,星期一、星期二、星期三、星期四、星期五 07:00~19:30,"(22.713291, 120.300744)","Nitro Cold Brew 氮氣冷萃咖啡, Starbucks Wi-Fi 無線上網"
仁武八德門市,高雄市仁武區八德南路117號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(22.683269, 120.339783)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
博愛華夏門市,高雄市左營區博愛四路508號,星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00,"(22.688545, 120.318302)",Starbucks Wi-Fi 無線上網
仁武仁雄門市,高雄市仁武區仁雄路92號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(22.677021, 120.343974)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
新光左營門市,高雄市左營區高鐵路123號1樓,星期一、星期二、星期三、星期四、星期五、星期六、星期日 09:00~22:00,"(22.688492, 120.310093)","Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
環球左營門市,高雄市左營區站前北路1號2樓,星期一、星期二、星期三、星期四、星期日 06:30~21:30，星期五、星期六 06:30~22:00,"(22.687669, 120.306953)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
左營高鐵門市,高雄市左營區高鐵路105號2F,星期一、星期二、星期三、星期四 06:00~22:00，星期五、星期六、星期日 06:00~22:30,"(22.686927, 120.307827)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務"
高雄榮總門市,高雄市左營區大中一路386號 (門診大樓1F),星期一、星期二、星期三、星期四、星期五、星期六 07:30~18:30,"(22.679103, 120.322378)",Starbucks Wi-Fi 無線上網
高榮大中門市,高雄市左營區大中一路386號(醫療大樓1樓大廳),星期一、星期二、星期三、星期四、星期五 07:30~20:00，星期六、星期日 08:00~19:00,"(22.678199, 120.322687)","Bake-in 新鮮現烤, Starbucks Wi-Fi 無線上網"
